"CR","HD","HP","INIT","NAME","URL"
"4","4d8+8","29","+7","Lycanthrope, Weretiger","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lycanthrope/weretiger"
"3","3d10+12","33","+1","Lycanthrope, Wereshark","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lycanthrope/lycanthrope-wereshark"
"2","2d8+6","18","+2","Lycanthrope, Wererat","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lycanthrope/wererat"
"2","3d6","10","+3","Nixie, Debased","http://www.d20pfsrd.com/bestiary/monster-listings/fey/nixie/debased-nixie-tohc"
"3","2d6+6","13","+5","Nixie, Bog","http://www.d20pfsrd.com/bestiary/monster-listings/fey/nixie/nixie-bog"
"1","2d6+2","9","+3","Nixie","http://www.d20pfsrd.com/bestiary/monster-listings/fey/nixie"
"6","9d8+36","76","+6","Nirento, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/plants/nirento/nirento-elder"
"4","5d8+20","42","+6","Nirento","http://www.d20pfsrd.com/bestiary/monster-listings/plants/nirento"
"1","2d8+6","15","+1","Ningyo, Undead","http://www.d20pfsrd.com/bestiary/monster-listings/undead/ningyo-undead"
"1","2d10+2","13","+1","Ningyo","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/ningyo"
"5","5d10+10","55","+8","Niln","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/niln"
"1","1d8+1","5","+1","Nilbog","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/nilbog"
"14","17d8+119","195","+8","Nightshade, Nightwing","http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightwing"
"20","29d8+261","391","+7","Nightshade, Nightwave","http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightwave"
"16","21d8+147","241","+2","Nightshade, Nightwalker","http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightwalker"
"12","15d8+90","157","+5","Nightshade, Nightskitter","http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightskitter"
"13/MR 6","13d8+126","184","+12","Argus","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/argus"
"1","2d8+4","13","+2","Akaname","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/akaname"
"10","13d10+65","136","+7","Malik (Noble Efreet)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/efreeti/malik-noble-efreet"
"6","6d10+12","45","+8","Janni, Cheitan (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/janni/cheitan-janni-tohc"
"4","6d10+6","39","+6","Genie, Janni","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/janni"
"10","13d10+26","97","+8","Genie, Hawanar (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/genie-hawanar-tohc"
"8","10d10+40","95","+7","Genie, Efreeti","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/efreeti"
"7","7d10+21","59","+10","Djinni, Cheitan (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/djinni/cheitan-djinni-tohc"
"5","7d10+14","52","+8","Genie, Djinni","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/djinni"
"8","10d10+30","85","+7","Genie, Abasheen (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/genie/genie-abasheen-tohc"
"3","4d10+8","30","+0","Gelid Beetle. Lesser","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/gelid-beetle-lesser-tohc"
"9","12d10+48","114","+4","Gelid Beetle, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/gelid-beetle-greater-tohc"
"5","7d8+21","52","+7","Gearghost","http://www.d20pfsrd.com/bestiary/monster-listings/undead/gearghost"
"9","11d10+55","115","+5","Garuda","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/garuda"
"6","8d10+8","52","+5","Garmunchi","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/garmunchi"
"10","14d10+56","133","+2","Garipan","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/garipan"
"5","6d10+24+6","63","+2","Gargoyle, Margoyle","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/gargoyle-margoyle-tohc"
"2","3d8+15","31","+3","Gelatinous Orb","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/gelatinous-orb"
"2","3d8+6","19","+3","Ooze, Garden","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-garden"
"14","27d8+270","391","-3","Ooze, Entropic, Dark Matter","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-entropic/ooze-entropic-dark-matter"
"9","11d8+88","137","-2","Ooze, Entropic","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-entropic"
"3","4d8+11","33","+5","Ooze, Emerald","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-emerald"
"8","12d8+72","126","-4","Ooze, Deathtrap","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-deathtrap"
"4","5d8+40","65","-5","Ooze, Crystal (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-crystal-TOHC"
"4","4d8+32","50","-5","Ooze, Crystal","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-gray/ooze-gray-crystal"
"10","12d8+72","126","+12","Colour Out of Space","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/colour-out-of-space"
"11","16d8+64","136","-5","Ooze, Carnivorous Crystal","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-carnivorous-crystal"
"8","9d8+45","85","-5","Ooze, Magma (Brimstone)","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-magma/brimstone-ooze"
"7","10d8+30","75","+6","Ooze, Brain","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-brain"
"1","1d8+2","6","+0","Ooze, Amber","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-amber"
"3","3d8+18","31","-5","Mudbog","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/mudbog"
"2","3d8+15","28","-1","Mold, Slime","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/mold-slime"
"22","30d8+360+30","525","+4","Living Lake","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/living-lake"
"6","8d8+40","76","+0","Livestone","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/livestone"
"2","3d8+9","22","+0","Jelly, Whip","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/jelly-whip"
"6","8d8+40","76","+0","Rhinoceros, Woolly","http://www.d20pfsrd.com/bestiary/monster-listings/animals/rhinoceros/wooly-rhinoceros"
"4","5d8+20","42","+0","Rhinoceros","http://www.d20pfsrd.com/bestiary/monster-listings/animals/rhinoceros"
"2","2d8+8","17","+3","Raccoon, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/raccoon-tohc/raccoon-dire-tohc"
"1/6","1d8","4","+2","Raccoon (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/raccoon-tohc"
"1/2","1d8","4","+2","Raccoon","http://www.d20pfsrd.com/bestiary/monster-listings/animals/raccoon"
"2","3d8+9","22","+1","Porcupine, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/porcupine/porcupine-giant"
"1","2d8+4","13","+4","Porcupine, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/porcupine/porcupine-dire-tohc"
"1/4","1d8+1","5","+1","Porcupine","http://www.d20pfsrd.com/bestiary/monster-listings/animals/porcupine"
"1/6","1d8-1","3","+2","Platypus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/platypus"
"1/3","1d8+2","6","+1","Pig","http://www.d20pfsrd.com/bestiary/monster-listings/animals/pig"
"1/4","1d8","4","+3","Otter","http://www.d20pfsrd.com/bestiary/monster-listings/animals/otter"
"4","5d8+20+5","47","+2","Hyaenodon","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hyena/hyaenodon"
"3","4d8+8","26","+2","Hyena, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hyena/hyena-dire"
"1","2d8+4","13","+2","Hyena","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hyena"
"6","12d8+84+12","150","+5","Hippopotamus, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hippopotamus-tohc/hippopotamus-dire-tohc"
"3","3d10+6","27","+5","Lycanthrope, Werecrocodile","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lycanthrope/lycanthrope-werecrocodile"
"2","2d12+13","31","+1","Lycanthrope, Wereboar","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lycanthrope/wereboar"
"4","4d10+8","34","+2","Lycanthrope, Werebear","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lycanthrope/werebear"
"17","20d10+160","270","+4","Lusca","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/lusca"
"8","13d8+65","123","+5","Lurking Ray, Trapper","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lurking-ray/trapper"
"7","10d8+40","85","+5","Lurker Above 2","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lurking-ray/lurker-above"
"2","2d8+2","11","+1","Executioner's Hood","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lurking-ray/executioner-s-hood"
"5","8d6+16","44","+8","Lurker in Light","http://www.d20pfsrd.com/bestiary/monster-listings/fey/lurker-in-light"
"7","10d8+40","95","+5","Lurker Above","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lurker-above-TOHC"
"11","14d10+70","147","+4","Lukwata","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/lukwata"
"12","12d8+108","162","+5","Lorelei","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lorelei"
"1/2","2d8","9","+1","Locathah","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/locathah"
"3","5d8+20","42","-1","Lizard King","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lizardfolk/lizard-king"
"1","2d8+2","11","+0","Lizardfolk","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lizardfolk"
"18","25d8+200","312","+4","Nightshade, Nightcrawler","http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightcrawler"
"6","8d8+40","76","+7","Nightmare Mount (Unhallowed Bloody Skeletal Champion Nightmare)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/nightmare/nightmare-mount"
"11","14d10+70","147","+6","Nightmare, Cauchemar","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/nightmare/cauchemar"
"6","6d10+30","63","+8","Nightmare, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/nightmare/nightmare-advanced"
"5","6d10+18","51","+6","Nightmare","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/nightmare"
"7","13d8+26","84","+9","Aatheriexa","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/aatheriexa"
"8","11d10+30","90","+2","Guardian, Gargoyle","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/guardian-gargoyle"
"4","4d10+16","38","+2","Gargoyle, Green Guardian","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/gargoyle-green-guardian-tohc"
"6","5d10+25","52","+8","Gargoyle, Gemstone","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/gargoyle-gemstone"
"5","7d8+21+7","59","+2","Gargoyle, Fungus","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/gargoyle-fungus-tohc"
"10","13d10+65","136","+1","Four-Armed Gargoyle, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/four-armed-gargoyle/gargoyle-brute"
"5","6d10+24","57","+6","Gargoyle, Four-Armed (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/gargoyle-four-armed-tohc"
"9","10d10+50","105","+1","Gargoyle, Four-Armed","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle/four-armed-gargoyle"
"4","5d10+15","42","+6","Gargoyle","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/gargoyle"
"10","12d10+72","138","+1","Gargiya","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/gargiya"
"6","7d8+42","73","+4","Gar, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/fish/fish-gar/gar-giant"
"1","2d8+4","13","+6","Fish, Gar","http://www.d20pfsrd.com/bestiary/monster-listings/animals/fish/fish-gar"
"3","4d8+8","26","+1","Gambado","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/gambado-tohc"
"9","15d10+45","127","+4","Galvo","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/galvo"
"4","6d8+6","33","+6","Gallows Tree Zombie","http://www.d20pfsrd.com/bestiary/monster-listings/plants/gallows-tree-zombie-tohc"
"2","3d8+3","19","+2","Jelly, Tar","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/jelly-tar"
"3","4d8+24","42","+0","Jelly, Stun","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/jelly-stun"
"5","6d8+36","63","-5","Jelly, Ochre","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/jelly-ochre"
"4","6d8+18+6","51","+4","Hippopotamus (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hippopotamus-tohc"
"10","14d8+70","133","+3","Hippopotamus, Behemoth","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hippopotamus/hippopotamus-behemoth"
"5","7d8+28","59","+4","Hippopotamus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hippopotamus"
"1/8","1d8-2","2","+3","Hedgehog","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hedgehog"
"3","4d8+12","30","+1","Hamster, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/hamster-giant"
"6","9d8+45","82","+0","Oliphant","http://www.d20pfsrd.com/bestiary/monster-listings/animals/oliphant-tohc"
"13","16d8+112+16","200","+0","Elephant, Mastodon (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/elephant/mastodon-tohc"
"10","13d8+78+13","149","+0","Elephant, Mammoth","http://www.d20pfsrd.com/bestiary/monster-listings/animals/elephant/elephant-mammoth"
"7","11d8+44","93","+0","Elephant, Common","http://www.d20pfsrd.com/bestiary/monster-listings/animals/elephant/elephant"
"1/4","1d8+1","5","+3","Donkey Rat","http://www.d20pfsrd.com/bestiary/monster-listings/animals/donkey-rat"
"21","24d12+264","420","+14","Linnorm, Tor","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-tor"
"20","22d12+242","385","+12","Linnorm, Tarn","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-tarn"
"19","21d12+210","346","+11","Linnorm, Taiga","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-taiga"
"17","18d12+162","279","+10","Linnorm, Ice","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-ice"
"4","5d10+10","37","+6","Nightgaunt","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/nightgaunt"
"1","2d10+2","13","+3","Nightcaller","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/nightcaller"
"7","9d10+36","85","+9","Ngoga","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ngoga"
"7","10d10+70","125","+7","Netherspark","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/netherspark"
"13","19d8+114+19","218","+5","Gallows Tree","http://www.d20pfsrd.com/bestiary/monster-listings/plants/gallows-tree-tohc"
"7","10d8+60","105","+0","Jelly, Mustard","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/jelly-mustard"
"4","4d8+32","50","-5","Gelatinous Cube (Frost)","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/gelatinous-cube/gelatinous-cube-frost"
"6","4d8+32","50","-5","Gelatinous Cube (Electric)","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/gelatinous-cube/gelatinous-cube-electric"
"13","16d8+112","184","+0","Carnivorous Blob","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/carnivorous-blob"
"13","16d8+160","232","-2","Bog Scum","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/bog-scum"
"1","2d8","9","-5","Amoeba Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/amoeba-swarm"
"1","2d8+6","15","-5","Amoeba, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/amoeba-giant"
"5","5d8+30","52","+3","Bear, Polar","http://www.d20pfsrd.com/bestiary/monster-listings/animals/bear/polar-bear"
"7","10d8+50","95","+5","Bear, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/animals/bear/dire-bear"
"5","5d8+20","42","+1","Bear, Brown (Grizzly)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/bear/brown-grizzly-bear"
"16","16d12+144","248","+10","Linnorm, Fjord","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-fjord"
"24","27d12+351","526","+14","The Father of All Linnorms (Unique Linnorm)","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/fafnheir"
"14","15d12+105","202","+8","Linnorm, Crag","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-crag"
"18","20d12+160","290","+11","Linnorm, Cairn","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-cairn"
"5","5d10+10","37","+7","Lion Beast of Chaos","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/lion-beast-of-chaos-tohc"
"8","14d8+70+14","147","+9","Lion, Mythical (Cat, Great)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/cat-great/mythical-lion-tohc"
"3","4d8+8","26","+4","Lion, Mountain (Cat, Great)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/cat-great/lion-mountain-tohc"
"6","8d8+24","60","+3","Lion, Cave (Cat, Great)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/cat-great/lion-cave-tohc"
"3","5d8+10","32","+7","Lion (Cat, Great)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/cat-great/lion"
"9","11d8+55","104","+8","Lich Shade","http://www.d20pfsrd.com/bestiary/monster-listings/undead/lich-shade"
"12","11d6+55+15 ","111","+2","Lich","http://www.d20pfsrd.com/bestiary/monster-listings/undead/lich"
"5","6d10+24","57","+5","Leucrotta","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/leucrotta"
"3","4d8+12","30","+1","Leshy, Seaweed","http://www.d20pfsrd.com/bestiary/monster-listings/plants/leshy-template/leshy-seaweed"
"1/2","1d8+1","5","+1","Leshy, Leaf","http://www.d20pfsrd.com/bestiary/monster-listings/plants/leshy-template/leshy-leaf"
"1","1d8+5","9","+2","Leshy, Gourd","http://www.d20pfsrd.com/bestiary/monster-listings/plants/leshy-template/leshy-gourd"
"10","12d6+84","126","+9","Nereid (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/nereid-TOHC"
"10","12d6+84","126","+9","Nereid","http://www.d20pfsrd.com/bestiary/monster-listings/fey/nereid"
"8","11d10+44","104","+2","Nephilim","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/nephilim"
"2","2d8+6","15","+2","Leshy, Fungus","http://www.d20pfsrd.com/bestiary/monster-listings/plants/leshy-template/leshy-fungus"
"15","20d8+140","230","+2","Neothelid","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/neothelid"
"15","18d8+144","225","+12","Nemhain","http://www.d20pfsrd.com/bestiary/monster-listings/undead/nemhain"
"8","10d8+60","105","+7","Neh-Thalggu","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/neh-thalggu"
"2","3d10+30","46","+3","Necrophidius (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/necrophidius-TOHC"
"2","3d10+10","26","+5","Necrophidius, Lesser","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/necrophidius/lesser-necrophidius"
"3","3d10+20","36","+3","Necrophidius","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/necrophidius"
"1","2d10+12","23","+2","Human, Neanderthal","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/human-neandethal"
"9","11d10+44","104","+5","Jyoti","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/jyoti"
"3","4d8+12","30","-3","Jupiter Bloodsucker","http://www.d20pfsrd.com/bestiary/monster-listings/plants/jupiter-bloodsucker"
"2","2d8+3","15","+8","Human Juju Zombie","http://www.d20pfsrd.com/bestiary/monster-listings/undead/human-juju-zombie"
"18","25d10+60","197","+0","Juggernaut (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/juggernaut-top"
"15","20d10+120","230","+2","Jubjub Bird","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/jubjub-bird"
"7","9d8+54","94","+5","Jubear","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/jubear"
"12","14d10+84","161","+4","Jorogumo","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/jorogumo"
"11","13d8+91","149","+3","Jinmenju","http://www.d20pfsrd.com/bestiary/monster-listings/plants/jinmenju"
"11","15d8+75","142","+5","Jelly, Marsh, Jubilex-Touched","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/jelly-marsh/jelly-marsh-jubilex-touched"
"3","5d8+10","32","+5","Jelly, Marsh","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/jelly-marsh"
"6","7d12+7","52","+1","Jadeling","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/jadeling"
"1/2","1d10","5","+3","Jaculi","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/jaculi"
"3","6d8+6","33","+3","Jack-o'-Lantern (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/plants/jack-o-lantern-tohc"
"2","3d10+6","22","+3","Jackalwere","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/jackalwere"
"20","23d12+207","356","+3","Jabberwock, Lesser","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/jabberwock/jabberwock-lesser"
"23","26d12+286","455","+5","Jabberwock","http://www.d20pfsrd.com/bestiary/monster-listings/dragons/jabberwock"
"13","14d8+70","133","+13","Irlgaunt","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/irlgaunt"
"3","5d8+10","32","+3","Bear, Black","http://www.d20pfsrd.com/bestiary/monster-listings/animals/bear/black-bear"
"4","2d6","7","+7","Leprechaun (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/fey/leprechaun-TOHC"
"2","4d6+4","18","+7","Leprechaun","http://www.d20pfsrd.com/bestiary/monster-listings/fey/leprechaun"
"3","4d8+8+4","30","+4","Leopard, Snow (Cat, Great)","http://www.d20pfsrd.com/bestiary/monster-listings/animals/cat-great/leopard-snow-tohc"
"15","15d10+120","232","+15","Leng Spider, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/leng-spider/leng-spider-advanced"
"14","15d10+120","202","+13","Leng Spider","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/leng-spider"
"9","14d6+28","77","+4","Lemkin","http://www.d20pfsrd.com/bestiary/monster-listings/fey/lemkin"
"9","12d10+48","114","+9","Lejnth","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/lejnth"
"7","10d10+20","75","+4","Skeleton, Lead","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/skeleton-lead"
"3","4d8+4","22","+4","Lava Child","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lava-child-TOHC"
"3","4d10+8","30","+1","Lava Child 2","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/lava-child"
"1/2","1d6+2","11","+1","Lashunta","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/lashunta"
"11","17d6+85","144","+10","Larabay","http://www.d20pfsrd.com/bestiary/monster-listings/fey/larabay"
"9","16d8+48+16","136","+7","Lantern Goat, Gruff","http://www.d20pfsrd.com/bestiary/monster-listings/undead/lantern-goat/lantern-goat-gruff"
"6","8d8+24+8","68","+8","Lantern Goat","http://www.d20pfsrd.com/bestiary/monster-listings/undead/lantern-goat"
"3","4d10+8","30","+4","Landwalker Shark","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/landwalker-shark-tohc"
"1","1d10","5","+2","Land Lamprey","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/land-lamprey"
"6","8d10+32","76","+3","Nazalor","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/nazalor"
"7","8d8+40","76","+6","Naga, Water","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-water"
"9","10d8+50","95","+5","Naga, Spirit","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-spirit"
"11","14d8+70","133","+7","Naga, Royal","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-royal"
"6","8d8+32","68","+4","Naga, Lunar","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-lunar"
"10","12d8+60","114","+6","Naga, Guardian","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-guardian"
"8","10d8+40","85","+5","Naga, Dark","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-dark"
"4","5d8+15","37","+4","Myceloid","http://www.d20pfsrd.com/bestiary/monster-listings/plants/myceloid"
"5","9d8+18+9","67","+9","Murder Crow","http://www.d20pfsrd.com/bestiary/monster-listings/undead/murder-crow"
"6","6d8+18+6","51","+6","Murder-Born","http://www.d20pfsrd.com/bestiary/monster-listings/undead/murder-born"
"21","31d8+279","418","+3","Mu Spore","http://www.d20pfsrd.com/bestiary/monster-listings/plants/mu-spore"
"5","8d8+24","60","+0","Mummy, Unhallowed","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy/mummy-unhallowed"
"7","12d8+12 ","102","+2","Mummy, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy/mummy-advanced"
"4","5d8+10+5","40","+0","Mummy of the Deep","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy/mummy-of-the-deep"
"6","8d8+16+8","60","+4","Mummy, Bog (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy/bog-mummy-TOHC"
"7","10d8+50","95","+4","Corpsewater Bog Mummy (Variant Unhallowed Mummy)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy/mummy-bog/corpsewater-bog-mummy-variant-unhallowed-mummy"
"5","8d8+24","60","+4","Mummy, Bog","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy/mummy-bog"
"5","8d8+24","60","+0","Mummy","http://www.d20pfsrd.com/bestiary/monster-listings/undead/mummy"
"2","2d10+4","15","+0","Mudman (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/mudman-TOHC"
"8","7d10+56","94","+10","Invisible Stalker, Advanced","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/invisible-stalker/invisible-stalker-advanced"
"7","7d10+42","80","+8","Invisible Stalker","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/invisible-stalker"
"8","8d8+48","84","+10","Intellect Devourer","http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/intellect-devourer"
"4","6d10+18","51","+2","Inphidian, Rattler","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/inphidians/inphidian-rattler"
